ch_id,ch_name,pmt,spe_mean,spe_width,chi2,dof,spe_mean_err,spe_width_err,HV
101.0,adc_b1_ch1,bt_p1,1.5856490289154093,1.123595793878879,44.8630816557393,34.0,0.05065409687791224,0.07970955047088467,1900.0
102.0,adc_b1_ch2,bt_p2,1.500117606810946,0.6665222733012246,23.503174924093987,27.0,0.02863987602646871,0.03116816142871896,2000.0
103.0,adc_b1_ch3,bt_p3,1.7330138178487373,0.7124987403478823,20.437723861598542,27.0,0.025604707279172974,0.034540375386438484,2000.0
104.0,adc_b1_ch4,bt_p4,1.4212341193759006,0.7772603727848901,24.441882074046607,22.0,0.026808341701405825,0.04685723668460941,2200.0
105.0,adc_b1_ch5,bt_p5,1.8108185357249644,0.830928369142295,16.111137132864627,26.0,0.03647891048449416,0.0589351945769999,1950.0
106.0,adc_b1_ch6,bt_p6,1.6510807951283009,0.6284009217922618,13.667368649464796,29.0,0.019084894597246476,0.018481432349777137,1800.0
107.0,adc_b1_ch7,bt_p7,1.4804746544042122,0.693226500745304,25.161756548429317,27.0,0.033874630450606215,0.0395785348733632,2100.0
108.0,adc_b1_ch8,bt_p8,1.5165843270686987,0.7108689776185583,16.261097891444024,27.0,0.026083372498708814,0.03177870483494368,2100.0
109.0,adc_b1_ch9,bt_p9,1.40222769668633,0.7131335147417998,20.38462065455894,27.0,0.023066995936476233,0.023334566793039625,2125.0
110.0,adc_b1_ch10,bt_p10,1.6122627629795574,0.5873252191286734,55.302679613386026,27.0,0.031179201842520446,0.027870318722455954,1975.0
111.0,adc_b1_ch11,bt_p11,1.592270829413633,0.7036211182852753,24.363895685791245,27.0,0.02400422683546579,0.03068778210761257,2000.0
112.0,adc_b1_ch12,bt_p12,1.5841070342281942,0.6649017326061822,31.21033736645343,27.0,0.020660203991379297,0.02456089561537043,1900.0
113.0,adc_b1_ch13,bt_p13,1.4217173842837338,1.039273825133818,26.841572167899674,32.0,0.061526150027150846,0.07924016351896655,2125.0
114.0,adc_b1_ch14,bt_p14,1.2985582139294227,0.5022580346137652,21.450326419298847,23.0,0.018264802341412766,0.0178517469786986,2000.0
115.0,adc_b1_ch15,bt_p15,1.5327925351110694,0.6620803551058337,35.83870423860107,26.0,0.032248661824822875,0.02708279860272181,2025.0
200.0,adc_b2_ch0,bt_p16,1.525477287607951,0.6653027522047541,29.27599460697977,27.0,0.014725777323818596,0.016713051549784957,1900.0
201.0,adc_b2_ch1,bt_p17,1.3754718027587445,0.9310836880144504,31.485187176807973,31.0,0.03884193703949923,0.04123691714849539,2125.0
202.0,adc_b2_ch2,bt_p18,1.54844904216935,0.6273751289413241,28.826543783246066,27.0,0.017876419828088012,0.020211361035398112,2150.0
203.0,adc_b2_ch3,bt_p19,1.4203814502023566,0.490609242817868,37.583724826607536,25.0,0.018020009570321256,0.01743849174709525,1900.0
204.0,adc_b2_ch4,bt_p20,1.4749788929561243,0.7741391001600765,22.45947198751863,27.0,0.0250481614231679,0.03130496972607337,2100.0
205.0,adc_b2_ch5,bt_p21,1.455635734876426,0.6253987264271255,21.622913242132235,27.0,0.02909765992206106,0.03046732917720287,2000.0
206.0,adc_b2_ch6,bt_p22,1.5666341913919755,0.5697269042258347,37.25435648082506,27.0,0.024658058217051686,0.025716978262277323,1800.0
207.0,adc_b2_ch7,bt_p23,1.6494577343894452,0.7824342510473558,42.37598351379711,27.0,0.050784000886118896,0.07407992583847128,1925.0
208.0,adc_b2_ch8,bt_p24,1.4895277058210632,1.2219193313595755,32.93474254838858,31.0,0.08570724616615458,0.1349558840165546,2050.0
209.0,adc_b2_ch9,bt_p25,1.3610885414422587,0.6061565659489051,33.86258929109444,27.0,0.039520062866902864,0.03711492234131445,2000.0
210.0,adc_b2_ch10,bt_p26,1.3869787225009274,0.6322814571716961,32.94721169548797,26.0,0.033265616476116935,0.03571625043776106,1850.0
211.0,adc_b2_ch11,bt_p27,1.5419181588272957,0.6314173242590057,45.435415032143176,27.0,0.022762201987008474,0.026183595371320978,1850.0
212.0,adc_b2_ch12,bt_p28,1.566558483561115,0.7512488241693218,57.84190701598345,27.0,0.034940814819737806,0.04521135025061424,2050.0
213.0,adc_b2_ch13,bt_p29,1.528358944132396,0.5525787069863036,24.53925734103804,27.0,0.011724821168362374,0.011753871180394847,2000.0
214.0,adc_b2_ch14,bt_p30,1.5049425432356383,0.5484058695529775,24.570834428410446,27.0,0.022316628241409724,0.022184998906164443,2025.0
300.0,adc_b3_ch0,b1_p1,1.5818180750876671,0.7430182284312361,29.123892591404058,27.0,0.02683969289733414,0.03610484933133335,2075.0
301.0,adc_b3_ch1,b1_p2,1.328321895848524,0.6398761582346615,44.09533928164327,28.0,0.025678479091267234,0.02464177829265657,2225.0
302.0,adc_b3_ch2,b1_p3,1.3797127195364827,0.5907280117456524,23.76310516694803,25.0,0.014183808089484193,0.015217266847321331,2075.0
303.0,adc_b3_ch3,b1_p4,1.6450191681829076,0.6462976154380811,32.7070982223063,27.0,0.0339104813192626,0.0401821369322062,1950.0
304.0,adc_b3_ch4,b2_p1,1.311102429750836,0.5208038615520315,29.095788245092372,24.0,0.0202370426124491,0.0179367010682959,2225.0
305.0,adc_b3_ch5,b2_p2,1.5255674080132886,0.6818559214807792,33.30725414330352,27.0,0.01447200640548382,0.01679627078058442,2225.0
306.0,adc_b3_ch6,b2_p3,1.6040709419374617,0.599580203670436,35.936529894822485,27.0,0.01790171293533906,0.020366084340206838,1950.0
307.0,adc_b3_ch7,b2_p4,1.4866075575075215,0.555074582583781,24.758749739972657,22.0,0.020230682134350943,0.02232536180155153,1850.0
308.0,adc_b3_ch8,b3_p1,1.47815447292887,0.5478507015602427,14.327604881120026,22.0,0.01377972959224204,0.017026106608969856,2125.0
309.0,adc_b3_ch9,b3_p2,1.509794973397656,0.68663162245137,46.19620289703772,27.0,0.02651840696429482,0.03017327057418186,1900.0
310.0,adc_b3_ch10,b3_p3,1.4745214486281526,0.6318439969169138,19.280793243851083,27.0,0.026708880662462766,0.028951613545832686,2075.0
311.0,adc_b3_ch11,b3_p4,1.6593087015130252,0.7532747828488703,20.27381948802144,27.0,0.016800010691529317,0.023670713526422863,2000.0
312.0,adc_b3_ch12,b4_p1,1.5782381826071887,0.8342987019092694,37.328097867412154,25.0,0.06447230531257923,0.11419998233146882,2100.0
313.0,adc_b3_ch13,b4_p2,1.5212266611642664,0.9675843308358799,29.1618385643124,27.0,0.04771540067346815,0.07530305638221778,1950.0
314.0,adc_b3_ch14,b4_p3,1.633115066179786,0.6653434401032714,35.34902130265857,27.0,0.02920031066764478,0.035889335567186265,2025.0
315.0,adc_b3_ch15,b4_p4,1.346877070327864,0.5232959384848169,9.392044682994339,20.0,0.037475595005485425,0.04725423539410149,2250.0
