ch_id,ch_name,pmt,spe_mean,spe_width,chi2,dof,spe_mean_err,spe_width_err,HV
101,adc_b1_ch1,bt_p1,1.5237873193168558,1.210434442183243,23.431777440864348,34,0.052335148549676025,0.08376689596470671,1900
102,adc_b1_ch2,bt_p2,1.93436123492516,1.2002709784915107,37.010402085276965,27,0.14545064881230207,0.2548036697910296,2000
103,adc_b1_ch3,bt_p3,1.6933414845009025,0.7126573077048991,22.084215584862353,27,0.0330881237095907,0.04464343381567119,2000
104,adc_b1_ch4,bt_p4,0.8844506634158054,0.4737509982116476,12.453172486813552,23,0.015457009916939594,0.011024867649162601,2200
105,adc_b1_ch5,bt_p5,1.8343367225788871,0.9653496311379457,41.78870575817331,26,0.04140964932822126,0.07832977814203,1950
106,adc_b1_ch6,bt_p6,1.6075801849597025,0.6725733355273427,37.70807316421304,29,0.04676425328274802,0.04456579280250093,1800
107,adc_b1_ch7,bt_p7,1.4287525322250885,0.6346523198065095,23.511595420770888,27,0.016089684537352794,0.016238352292508265,2100
108,adc_b1_ch8,bt_p8,1.442951260920961,0.815441767630571,19.97350836744844,27,0.050675785401836926,0.06169005984017277,2100
109,adc_b1_ch9,bt_p9,1.413937829031847,0.6592403552441222,37.25623354092145,27,0.031534711464944305,0.03138404071625939,2125
110,adc_b1_ch10,bt_p10,2.010546333162024,0.7172036562588304,25.3527414215177,27,0.025710337621853468,0.03420718808485338,1975
111,adc_b1_ch11,bt_p11,1.5563046726065843,0.6479850418594201,14.272547250747017,27,0.01957365286410798,0.023085036803191947,2000
112,adc_b1_ch12,bt_p12,1.5233524808625138,0.6043838082073142,45.54549802993392,27,0.025756497812003797,0.02755030684258082,1900
113,adc_b1_ch13,bt_p13,1.3478752627339372,1.0222625041394104,20.182713692749896,29,0.06785795489215819,0.09337277867372357,2125
114,adc_b1_ch14,bt_p14,1.7283213025078432,0.6167603534296585,31.50362022803363,27,0.02695382811195549,0.031962544279536,2000
115,adc_b1_ch15,bt_p15,1.6159085134179318,0.7173994091174136,35.09674560717462,26,0.030283068177751032,0.036554812793994425,2025
200,adc_b2_ch0,bt_p16,1.6006763429324464,0.7642562025279305,30.515871695281582,27,0.020814735178883343,0.028472366245428253,1900
201,adc_b2_ch1,bt_p17,1.7151100780344826,0.9218901038271358,37.29487523045538,31,0.03453279912684929,0.0527453548303117,2125
202,adc_b2_ch2,bt_p18,1.6831756874067076,0.6986227851128676,18.12570333191648,27,0.018526361702359002,0.024609325560587134,2150
203,adc_b2_ch3,bt_p19,1.3650821135460296,0.4943875113208472,32.2334495837214,25,0.021999145374582824,0.020024494883082826,1900
204,adc_b2_ch4,bt_p20,1.4536847876954369,0.7352194555554045,25.541845117126048,27,0.029300084418279592,0.033150275737299964,2100
205,adc_b2_ch5,bt_p21,1.487516488828956,0.6685743439633282,33.96202913207185,27,0.02277108215880894,0.024643637841758038,2000
206,adc_b2_ch6,bt_p22,1.5382836240610798,0.602336772281007,31.904332952397265,27,0.02994389497499583,0.0313888731561551,1800
207,adc_b2_ch7,bt_p23,1.664160230662598,0.7550514645818868,29.191070485717262,27,0.02283964146073805,0.03214640520389901,1925
208,adc_b2_ch8,bt_p24,1.625253668413087,1.200614051986124,24.453331312310148,27,0.0832197640266727,0.1822161264147076,2050
209,adc_b2_ch9,bt_p25,1.7889234541383814,0.8471611669061867,23.27247561826388,27,0.025365741173190435,0.039665953282779394,2000
210,adc_b2_ch10,bt_p26,1.3376515709760202,0.6946882525434818,26.99809403716077,26,0.046355025318247235,0.050322648902766144,1850
211,adc_b2_ch11,bt_p27,1.3446305488237658,0.5338123118991913,22.522010651311636,27,0.017505795119555835,0.014738982250299335,1850
212,adc_b2_ch12,bt_p28,1.5324017940577108,0.7305959684714266,25.71161334373316,27,0.025824909989485594,0.03162944920207101,2050
213,adc_b2_ch13,bt_p29,1.9524973745475733,0.7343822112051692,33.18092205477273,27,0.02964726758341519,0.034926999878404516,2000
214,adc_b2_ch14,bt_p30,1.532716983293109,0.5386021557653845,12.74114391466521,27,0.008566207074117423,0.008371649873375448,2025
300,adc_b3_ch0,b1_p1,1.512935675308929,0.7569446266387859,19.44850677765481,27,0.028632290274406096,0.03608341179458519,2075
301,adc_b3_ch1,b1_p2,1.2547074703195638,0.6087349050475078,28.29742762899257,28,0.024207512772238465,0.020244156193203782,2225
302,adc_b3_ch2,b1_p3,1.4205310646145675,0.5454336299690034,22.29914984331077,27,0.01403271712250491,0.012848199891767245,2075
303,adc_b3_ch3,b1_p4,1.6279612831435253,0.6649150307159969,19.707397577043352,27,0.015132272258782688,0.018680826080160872,1950
304,adc_b3_ch4,b2_p1,1.3220268127889208,0.5198690316103541,24.84597911964536,24,0.021558468333980885,0.01972585902609161,2225
305,adc_b3_ch5,b2_p2,1.6401590479592507,0.7191928075403766,44.4666032284243,27,0.01992317448251774,0.026555549879358025,2225
