ch_id,ch_name,pmt,spe_mean,spe_width,chi2,dof,spe_mean_err,spe_width_err,HV,fit_method
100,adc_b1_ch0,bp1,0.7533758751913231,0.09009188263971792,469953694695.2103,71,,,1750,Polya (log fit)
102,adc_b1_ch2,bt_p2,0.9968279286325515,0.10474194555535335,50004272066.093346,78,,,1870,Polya (log fit)
103,adc_b1_ch3,bt_p3,0.7128831745729952,0.08211982761000865,300000178388.16705,70,,,1850,Polya (log fit)
104,adc_b1_ch4,bt_p4,1.4496827467748894,0.13289695637476737,196581961621.15356,86,,,2200,Polya (log fit)
105,adc_b1_ch5,bt_p5,0.9977109892551281,0.13719999304252414,1328145997728.6028,78,,,1790,Polya (log fit)
106,adc_b1_ch6,bt_p6,0.8370766086761311,0.08218313729261116,160000062617.61966,74,,,1680,Polya (log fit)
107,adc_b1_ch7,bt_p7,0.9174048529043605,0.09184677210817419,80012347221.21048,76,,,2000,Polya (log fit)
108,adc_b1_ch8,bt_p8,0.9561780671335193,0.1320425476117968,639648024039.0425,77,,,1960,Polya (log fit)
110,adc_b1_ch10,bt_p10,0.9205201817137961,0.13444586853717702,889550233119.8859,76,,,1800,Polya (log fit)
111,adc_b1_ch11,bt_p11,0.9513777573393432,0.14308474774320654,2132113012368.7168,77,,,1850,Polya (log fit)
112,adc_b1_ch12,bt_p12,0.7633744683186501,0.07602172048358087,80020006636.49069,71,,,1780,Polya (log fit)
113,adc_b1_ch13,bt_p13,0.8524356252075326,0.08751920631091842,190013375932.53998,74,,,1930,Polya (log fit)
114,adc_b1_ch14,bt_p14,0.7465599193477997,0.07972432686106387,180000407962.48892,71,,,1900,Polya (log fit)
115,adc_b1_ch15,bt_p15,0.7799722867468168,0.07351126752359168,150000130655.67755,72,,,1880,Polya (log fit)
200,adc_b2_ch0,bt_p16,0.9892221326130838,0.10403628169784601,1200094455387.3843,78,,,1750,Polya (log fit)
201,adc_b2_ch1,bt_p17,0.6886961301475136,0.11952247959338216,160193493749.8243,69,,,1940,Polya (log fit)
202,adc_b2_ch2,bt_p18,0.9319798962099769,0.12559504839452135,79971072064.2604,76,,,2000,Polya (log fit)
203,adc_b2_ch3,bt_p19,0.8062903859367295,0.0778988341941343,60000062639.74587,73,,,1820,Polya (log fit)
204,adc_b2_ch4,bt_p20,0.884577767599762,0.11594355145814435,20000058887.25433,75,,,2010,Polya (log fit)
205,adc_b2_ch5,bt_p21,0.72043755363945,0.07373935766637893,60002835506.3986,70,,,1910,Polya (log fit)
206,adc_b2_ch6,bt_p22,0.9805799239244354,0.13188598902157175,509829364969.6792,78,,,1690,Polya (log fit)
207,adc_b2_ch7,bt_p23,1.03447447615553,0.1488413152697116,89608964922.50008,80,,,1820,Polya (log fit)
208,adc_b2_ch8,bt_p24,0.639694966881023,0.16679726582812454,220.90150463868792,68,,,2140,Polya (log fit)
209,adc_b2_ch9,bt_p25,0.8292805989841248,0.08780430117324539,50000020709.472725,73,,,1860,Polya (log fit)
210,adc_b2_ch10,bt_p26,0.9160537510378967,0.10031736420911881,60008565509.63919,76,,,1760,Polya (log fit)
211,adc_b2_ch11,bt_p27,0.9563375178432093,0.1971318133777174,70000000309.13187,77,,,1750,Polya (log fit)
212,adc_b2_ch12,bt_p28,0.8323081549939723,0.08090964818894437,10056054622.087885,74,,,1930,Polya (log fit)
213,adc_b2_ch13,bt_p29,0.9973587302811127,0.1367724567706576,40000000514.39465,78,,,1860,Polya (log fit)
214,adc_b2_ch14,bt_p30,0.8443287424769309,0.08894514213014569,60006538088.05674,74,,,1910,Polya (log fit)
215,adc_b2_ch15,bp2,0.8395305681452748,0.10067422323784213,129996548759.44081,74,,,1750,Polya (log fit)
300,adc_b3_ch0,b1_p1,0.698755572063426,0.10434416590840812,60000000813.00846,70,,,1960,Polya (log fit)
301,adc_b3_ch1,b1_p2,0.6188469485914776,0.09951722945717381,91520871951.68039,67,,,2120,Polya (log fit)
302,adc_b3_ch2,b1_p3,1.2270923802777083,0.11172383728907846,60002286797.20129,85,,,2040,Polya (log fit)
303,adc_b3_ch3,b1_p4,0.6820165602244785,0.08091806795923383,129961344047.6979,69,,,1910,Polya (log fit)
400,adc_b4_ch0,ho_p1,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
401,adc_b4_ch1,ho_p2,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
402,adc_b4_ch2,ho_p3,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
403,adc_b4_ch3,ho_p4,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
404,adc_b4_ch4,ho_p5,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
405,adc_b4_ch5,ho_p6,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
406,adc_b4_ch6,ho_p7,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
407,adc_b4_ch7,ho_p8,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
408,adc_b4_ch8,ho_p9,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
409,adc_b4_ch9,ho_p10,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
410,adc_b4_ch10,ho_p11,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
411,adc_b4_ch11,ho_p12,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
412,adc_b4_ch12,ho_p13,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
413,adc_b4_ch13,ho_p14,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
414,adc_b4_ch14,ho_p15,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
415,adc_b4_ch15,ho_p16,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
416,adc_b4_ch16,ho_p17,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
417,adc_b4_ch17,ho_p18,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
418,adc_b4_ch18,ho_p19,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
419,adc_b4_ch19,ho_p20,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
420,adc_b4_ch20,b9_p21,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
421,adc_b4_ch21,b9_p22,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
422,adc_b4_ch22,b9_p23,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
423,adc_b4_ch23,ho_p24,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
424,adc_b4_ch24,ho_p25,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
425,adc_b4_ch25,ho_p26,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
426,adc_b4_ch26,ho_p27,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
427,adc_b4_ch27,ho_p28,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
428,adc_b4_ch28,ho_p29,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
429,adc_b4_ch29,b9_p30,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
430,adc_b4_ch30,b9_p31,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
431,adc_b4_ch31,b9_p32,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
432,adc_b4_ch32,ho_p33,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
433,adc_b4_ch33,ho_p34,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
434,adc_b4_ch34,ho_p35,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
435,adc_b4_ch35,ho_p36,0.267534455,0.105658808,109.06968562938987,70,0.00228480077,0.0025741530,1300
