ch_id,ch_name,pmt,spe_mean,spe_width,chi2,dof,spe_mean_err,spe_width_err,HV
101.0,adc_b1_ch1,bt_p1,1.6135082005369017,1.2408128988582316,49.66805092664294,34.0,0.066908118531292,0.1184526699539033,1900.0
102.0,adc_b1_ch2,bt_p2,1.4974153391421616,0.7006210371187327,20.961202781672267,27.0,0.03200501660010249,0.03751428345022016,2000.0
103.0,adc_b1_ch3,bt_p3,1.8498581411054058,0.7046210660970431,29.07720257440344,27.0,0.03551343325411988,0.044640417547276726,2000.0
104.0,adc_b1_ch4,bt_p4,1.3751256291366536,0.7544374363112821,23.540306136066434,22.0,0.027402833899679617,0.044658886653658095,2200.0
105.0,adc_b1_ch5,bt_p5,1.8786596172041445,1.053725029928665,10.147791557589677,26.0,0.04962014105147405,0.09980681648342439,1950.0
106.0,adc_b1_ch6,bt_p6,1.6681241933378816,0.6598026010146071,31.505550620350697,29.0,0.03490793780849667,0.03487973669179209,1800.0
107.0,adc_b1_ch7,bt_p7,1.4495914194489428,0.6494887856983564,25.437584959372902,27.0,0.03258083449644972,0.03422220253233551,2100.0
108.0,adc_b1_ch8,bt_p8,1.4511575196731015,0.8333930296858384,29.79239797135914,27.0,0.061875160114338974,0.07518248246504795,2100.0
109.0,adc_b1_ch9,bt_p9,1.4659015885466424,0.6938747624728743,19.000930108366433,27.0,0.02098586874424494,0.022912779718058496,2125.0
110.0,adc_b1_ch10,bt_p10,1.6423798422738292,0.5358545452877133,29.063190846112448,27.0,0.02062228846167362,0.017731400143924183,1975.0
111.0,adc_b1_ch11,bt_p11,1.5972462349761838,0.717306028668621,34.977323819913124,27.0,0.03375170980940829,0.042610317432322575,2000.0
112.0,adc_b1_ch12,bt_p12,1.5796133063526785,0.6779951403378548,21.75791163624044,27.0,0.01891526104468004,0.023085048321185644,1900.0
113.0,adc_b1_ch13,bt_p13,1.4138159615638743,0.9858161117862418,32.414622941670494,32.0,0.06335422510522323,0.07650808327120813,2125.0
114.0,adc_b1_ch14,bt_p14,1.2455773007488073,0.5793664929509306,14.948483877927428,23.0,0.024122476849715,0.024590537271468132,2000.0
115.0,adc_b1_ch15,bt_p15,1.5561354621923404,0.6606778898242693,27.59684655498973,26.0,0.029621947148850043,0.025857950621505584,2025.0
200.0,adc_b2_ch0,bt_p16,1.476627664520247,0.6811640556787023,33.89771611650965,27.0,0.019212180728376566,0.02121233687227186,1900.0
201.0,adc_b2_ch1,bt_p17,1.424876793772971,0.8320838228666719,27.671065151236146,31.0,0.029206833373312095,0.031061735875689955,2125.0
202.0,adc_b2_ch2,bt_p18,1.5344193005121143,0.6778638892948303,22.118927173311548,27.0,0.019519983260399117,0.02314166247490656,2150.0
203.0,adc_b2_ch3,bt_p19,1.3473253635327365,0.5195081151993407,31.496694748456182,25.0,0.022019726373337017,0.02119078627615319,1900.0
204.0,adc_b2_ch4,bt_p20,1.4819185649545155,0.7335165416525061,28.05339868272327,27.0,0.027567470108607536,0.03334911718947966,2100.0
205.0,adc_b2_ch5,bt_p21,1.48024547431331,0.6840120887979833,58.27630189150466,27.0,0.02912569550548281,0.03136642471176413,2000.0
